0.1 1.8802358370342163 0.0
9.998239919647008e-2 1.8802155690821647 2.65788276658332e-4
9.998421430550487e-2 1.8802196697987617 5.510342604180055e-4
9.999102871302203e-2 1.8802310797515163 8.421265631685762e-4
0.10000179440445034 1.8802485800123145 1.138103396738492e-3
0.10002044671718237 1.8802768761193882 1.4427468107514434e-3
9.997538605704455e-2 1.8802308223798154 1.6878579843217206e-3
9.997577804776259e-2 1.8802400160717487 1.9770880510216523e-3
9.994810189458805e-2 1.8802171953222062 2.240653241434741e-3
9.99051520447537e-2 1.8801774597060144 2.4905694524540475e-3
9.991239381675977e-2 1.8801986327182596 2.7891471880677676e-3
9.992376193083509e-2 1.8802261401565659 3.0928073039879545e-3
9.993628190505997e-2 1.8802564674400257 3.3987460718652796e-3
9.991085793205755e-2 1.8802431102899528 3.669705934149079e-3
9.989935959093507e-2 1.8802476141996392 3.954888068968363e-3
9.984004914022114e-2 1.880196593228884 4.195533859439982e-3
9.984572512435044e-2 1.8802240388432379 4.498862053905618e-3
9.982633789598673e-2 1.8802231126552933 4.7794608766614285e-3
9.983126695177799e-2 1.8802524562522422 5.0842426964014505e-3
9.986152919951631e-2 1.880313395601886 5.41434163787443e-3
9.987018001119939e-2 1.8803501985650204 5.725177595603252e-3
9.984633670299004e-2 1.8803498247110797 6.006238619671513e-3
9.981750410078019e-2 1.8803448557419928 6.283535002981572e-3
9.974813839158363e-2 1.880292984203863 6.523153813251164e-3
9.976915757892565e-2 1.8803497927835204 6.849634946869501e-3
9.974613465366196e-2 1.8803557601285181 7.135429659236875e-3
9.966772496746971e-2 1.8802971930186267 7.369436999867402e-3
9.96575759093675e-2 1.8803209559261558 7.66916778644538e-3
9.961621913861793e-2 1.8803090191148262 7.940252898062453e-3
9.958572226965443e-2 1.88031129614565 8.222593401416772e-3
9.952247074577002e-2 1.8802759492321528 8.474686933162992e-3
9.953473045120866e-2 1.880331645865794 8.799530730759713e-3
9.95499674970002e-2 1.8803924364689442 9.128480851658582e-3
9.950037264746268e-2 1.8803776624174113 9.396919386454003e-3
9.943801183963148e-2 1.8803489796571506 9.654057001608329e-3
9.93790867873453e-2 1.8803256102880603 9.915257813516971e-3
9.935492421098821e-2 1.8803448459584857 1.0210411588382002e-2
9.929005678333302e-2 1.8803170601484134 1.0467808455932929e-2
9.924454515420043e-2 1.880313530307524 1.0744439155752504e-2
9.919165558833831e-2 1.8803025416131895 1.1014949607124283e-2
9.91994643547237e-2 1.8803650609305784 1.1344192031573566e-2
9.917532058341454e-2 1.880391136478167 1.1644247408006205e-2
9.912754411004832e-2 1.8803905263616922 1.1922840562129665e-2
9.907668954006005e-2 1.880387582698139 1.2199414049885515e-2
9.898326604763663e-2 1.8803353098724895 1.2436304318968996e-2
9.894205606130362e-2 1.880346287619381 1.2723589604191088e-2
9.889122342500549e-2 1.8803471870159683 1.3002669562764172e-2
9.88856593665908e-2 1.8804032776055577 1.3325812502839186e-2
9.886496735866356e-2 1.8804429128635172 1.3635745672960421e-2
9.882970145879551e-2 1.8804666882315784 1.3932901888063369e-2
9.878349820425414e-2 1.8804788687163303 1.4220655785445598e-2
9.868763805396248e-2 1.8804333405535534 1.4462027331632956e-2
9.86626905624772e-2 1.8804733325480294 1.477163111848247e-2
9.855418688897515e-2 1.8804153882340637 1.5002683405761595e-2
9.847383906908709e-2 1.8803920422137195 1.5261130650689972e-2
9.845779247494296e-2 1.8804464325771402 1.5581619521124133e-2
9.840425579295886e-2 1.8804577484931242 1.586754086345491e-2
9.83545265059668e-2 1.8804749583375975 1.6158020047022277e-2
9.824483118275215e-2 1.880422206646591 1.6392290227847935e-2
9.819153296307802e-2 1.8804376699338856 1.6680887643522335e-2
9.808537663862074e-2 1.880391619482164 1.692003459965836e-2
9.796593361484171e-2 1.8803308977735274 1.714710804623724e-2
9.793759245481434e-2 1.8803796477319215 1.746153698140086e-2
9.783788380819676e-2 1.880344986484927 1.7709044142179116e-2
9.771692700590584e-2 1.880286221720982 1.7936939771050976e-2
9.767510746660496e-2 1.880322696990848 1.824078404914421e-2
